FL_DATE,AIRLINE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2022-05-03,Spirit Air Lines,FLL,IAH,0.0,-8.0,0,966.0
2020-12-08,Southwest Airlines Co.,BUF,MCO,-3.0,-31.0,0,1011.0
2019-08-02,Envoy Air,FAR,DFW,-10.0,-24.0,0,968.0
2023-08-05,Southwest Airlines Co.,ICT,STL,0.0,24.0,0,392.0
2023-01-15,American Airlines Inc.,IAH,DFW,-11.0,-26.0,0,224.0
2022-01-17,Southwest Airlines Co.,STL,MCO,-3.0,-8.0,0,882.0
2022-01-23,American Airlines Inc.,DFW,IAD,-6.0,-15.0,0,1172.0
2021-12-14,Endeavor Air Inc.,LAN,DTW,-5.0,-20.0,0,74.0
2022-01-03,United Air Lines Inc.,EWR,SAN,106.0,79.0,0,2425.0
2019-01-13,ExpressJet Airlines LLC d/b/a aha!,EWR,TYS,-1.0,-8.0,0,631.0
2021-11-02,American Airlines Inc.,PHL,DFW,42.0,42.0,0,1303.0
2021-08-27,SkyWest Airlines Inc.,DEN,MAF,1.0,11.0,0,563.0
2021-11-04,United Air Lines Inc.,SFO,LAX,-4.0,-10.0,0,337.0
2022-06-25,Delta Air Lines Inc.,ATL,AVL,16.0,8.0,0,164.0
2022-10-24,United Air Lines Inc.,SFO,ORD,116.0,107.0,0,1846.0
2019-02-12,PSA Airlines Inc.,CLT,CVG,16.0,15.0,0,335.0
2019-03-18,JetBlue Airways,BOS,BWI,-7.0,-20.0,0,369.0
2019-06-20,Delta Air Lines Inc.,BOS,ATL,0.0,13.0,0,946.0
2022-03-18,United Air Lines Inc.,CLE,EWR,-6.0,-22.0,0,404.0
2019-08-20,PSA Airlines Inc.,BNA,CLT,0.0,0.0,1,328.0
2019-09-22,United Air Lines Inc.,DEN,PHL,-4.0,-18.0,0,1558.0
2023-02-26,Southwest Airlines Co.,DAL,STL,-1.0,-4.0,0,546.0
2021-03-22,Hawaiian Airlines Inc.,HNL,KOA,2.0,-1.0,0,163.0
2023-02-18,SkyWest Airlines Inc.,ORD,CRW,-8.0,-11.0,0,416.0
2019-08-03,Delta Air Lines Inc.,PDX,MSP,-6.0,-18.0,0,1426.0
2021-05-02,Southwest Airlines Co.,DAL,PNS,4.0,-2.0,0,592.0
2020-01-18,American Airlines Inc.,MIA,PHL,-9.0,-25.0,0,1013.0
2019-05-07,American Airlines Inc.,CLT,DFW,-4.0,-10.0,0,936.0
2021-08-15,SkyWest Airlines Inc.,EAU,ORD,-8.0,-9.0,0,269.0
2019-09-22,Envoy Air,GNV,DFW,-7.0,-14.0,0,900.0
2022-11-21,SkyWest Airlines Inc.,DEN,CYS,17.0,3.0,0,90.0
2023-04-15,SkyWest Airlines Inc.,IAD,JFK,-3.0,-10.0,0,228.0
2021-11-04,Alaska Airlines Inc.,MCI,SEA,-5.0,1.0,0,1489.0
2019-01-09,PSA Airlines Inc.,ATL,PHL,-5.0,-11.0,0,666.0
2019-03-23,Southwest Airlines Co.,DEN,SAT,-3.0,-25.0,0,794.0
2020-03-15,Southwest Airlines Co.,TPA,LGA,25.0,3.0,0,1010.0
2020-11-10,Delta Air Lines Inc.,ATL,SEA,-12.0,-17.0,0,2182.0
2021-06-13,Spirit Air Lines,ORD,LAS,49.0,31.0,0,1514.0
2022-09-28,SkyWest Airlines Inc.,GJT,DEN,-5.0,-14.0,0,212.0
2020-11-28,SkyWest Airlines Inc.,GTF,SLC,-9.0,-11.0,0,463.0
2020-07-18,Spirit Air Lines,ORD,FLL,-6.0,-16.0,0,1182.0
2019-07-15,American Airlines Inc.,CLT,PHX,-3.0,-28.0,0,1773.0
2022-02-26,Mesa Airlines Inc.,IAH,MCI,89.0,74.0,0,643.0
2021-11-06,American Airlines Inc.,PHL,FLL,-6.0,-18.0,0,992.0
2019-11-12,United Air Lines Inc.,FLL,EWR,-8.0,-32.0,0,1065.0
2019-04-01,Delta Air Lines Inc.,TPA,DTW,6.0,-7.0,0,983.0
2021-09-05,Spirit Air Lines,FLL,GSO,41.0,24.0,0,691.0
2019-01-18,Delta Air Lines Inc.,ATL,BWI,-3.0,12.0,0,577.0
2023-01-23,Southwest Airlines Co.,PHX,ONT,-1.0,-7.0,0,325.0
2019-09-09,Delta Air Lines Inc.,SLC,LAX,1.0,-6.0,0,590.0
2019-06-12,Allegiant Air,SFB,ELM,0.0,-16.0,0,954.0
2020-09-30,SkyWest Airlines Inc.,SLC,SNA,38.0,34.0,0,588.0
2021-10-04,American Airlines Inc.,BWI,CLT,-2.0,-19.0,0,361.0
2022-08-04,JetBlue Airways,LAS,BOS,79.0,74.0,0,2381.0
2019-09-19,Delta Air Lines Inc.,ATL,CVG,-1.0,-10.0,0,373.0
2023-03-08,Southwest Airlines Co.,ORD,MCO,23.0,17.0,0,1005.0
2020-11-29,Frontier Airlines Inc.,RSW,CLE,-2.0,14.0,0,1025.0
2021-10-03,SkyWest Airlines Inc.,DEN,OKC,0.0,-2.0,0,495.0
2019-01-03,Mesa Airlines Inc.,ORF,IAH,4.0,14.0,0,1201.0
2023-04-29,Alaska Airlines Inc.,IND,SEA,3.0,-5.0,0,1866.0
2022-11-03,JetBlue Airways,BOS,MSP,-8.0,-30.0,0,1124.0
2021-07-12,PSA Airlines Inc.,BTR,CLT,0.0,0.0,1,675.0
2021-03-22,Mesa Airlines Inc.,IAH,TUL,-3.0,5.0,0,429.0
2021-07-12,Frontier Airlines Inc.,DEN,SLC,-6.0,-17.0,0,391.0
2023-05-21,SkyWest Airlines Inc.,AEX,DFW,-10.0,-27.0,0,285.0
2019-08-30,Hawaiian Airlines Inc.,LIH,KOA,13.0,11.0,0,263.0
2021-05-22,SkyWest Airlines Inc.,DEN,MTJ,27.0,26.0,0,196.0
2022-09-18,Republic Airline,ATL,LGA,-2.0,-10.0,0,762.0
2019-09-30,American Airlines Inc.,DFW,CVG,36.0,28.0,0,812.0
2022-03-15,Southwest Airlines Co.,LAS,MCO,78.0,0.0,0,2039.0
2022-02-16,Southwest Airlines Co.,ORF,BNA,-8.0,-24.0,0,585.0
2022-03-15,SkyWest Airlines Inc.,PDX,SFO,0.0,-2.0,0,550.0
2023-04-01,Southwest Airlines Co.,ATL,MEM,28.0,15.0,0,332.0
2019-05-28,Mesa Airlines Inc.,DFW,DRO,-3.0,-8.0,0,674.0
2022-11-23,Southwest Airlines Co.,BNA,BWI,-3.0,-20.0,0,587.0
2020-02-17,Delta Air Lines Inc.,ORD,DTW,6.0,3.0,0,235.0
2021-08-05,Delta Air Lines Inc.,MSP,MCO,-1.0,-18.0,0,1310.0
2022-02-22,Endeavor Air Inc.,RDU,JFK,159.0,138.0,0,427.0
2021-08-28,SkyWest Airlines Inc.,LGB,SLC,-1.0,0.0,0,588.0
2019-07-31,Delta Air Lines Inc.,SLC,DCA,3.0,51.0,0,1851.0
2023-02-21,Southwest Airlines Co.,MCO,IND,-4.0,0.0,0,829.0
2023-04-21,Delta Air Lines Inc.,ABQ,ATL,-1.0,-4.0,0,1269.0
2020-11-15,United Air Lines Inc.,RSW,LGA,-14.0,-40.0,0,1080.0
2020-12-13,SkyWest Airlines Inc.,FLG,PHX,122.0,122.0,0,119.0
2019-04-13,American Airlines Inc.,PHL,SFO,11.0,17.0,0,2521.0
2019-06-28,Delta Air Lines Inc.,SLC,ATL,-2.0,-2.0,0,1590.0
2020-03-21,American Airlines Inc.,DFW,SFO,-2.0,-11.0,0,1464.0
2022-01-20,Delta Air Lines Inc.,PDX,SEA,-7.0,-25.0,0,129.0
2021-12-12,Southwest Airlines Co.,STL,BNA,-4.0,-14.0,0,272.0
2022-05-24,Republic Airline,JFK,ORF,-3.0,-12.0,0,290.0
2019-12-18,Delta Air Lines Inc.,ATL,CHS,0.0,-5.0,0,259.0
2020-06-23,Envoy Air,MSP,ORD,-1.0,-12.0,0,334.0
2019-02-15,Southwest Airlines Co.,BNA,ATL,41.0,26.0,0,214.0
2019-10-05,Envoy Air,ICT,ORD,36.0,28.0,0,588.0
2019-11-03,United Air Lines Inc.,ORD,SFO,-5.0,-7.0,0,1846.0
2019-06-26,Delta Air Lines Inc.,SLC,JFK,-2.0,-18.0,0,1990.0
2019-06-20,Frontier Airlines Inc.,PBI,ISP,0.0,0.0,1,1052.0
2022-08-03,Envoy Air,SGF,ORD,0.0,0.0,1,438.0
2023-07-20,Southwest Airlines Co.,SJC,LAS,-5.0,-17.0,0,386.0
2019-12-20,American Airlines Inc.,CLT,BUF,-2.0,-6.0,0,546.0
2019-04-12,Envoy Air,CLL,DFW,-4.0,-16.0,0,164.0
2023-04-02,Southwest Airlines Co.,FLL,BWI,-1.0,-1.0,0,925.0
2022-11-07,Delta Air Lines Inc.,ATL,JAX,-2.0,-9.0,0,270.0
2020-03-22,SkyWest Airlines Inc.,SLC,PSP,-11.0,-26.0,0,541.0
2023-08-06,Southwest Airlines Co.,BWI,MCI,20.0,22.0,0,967.0
2022-04-15,Southwest Airlines Co.,BDL,MDW,-2.0,1.0,0,777.0
2019-12-19,SkyWest Airlines Inc.,DAY,ORD,-10.0,-29.0,0,240.0
2022-05-12,Southwest Airlines Co.,LAS,LAX,0.0,-9.0,0,236.0
2023-08-21,Republic Airline,MCI,ORD,41.0,33.0,0,403.0
2020-10-29,Endeavor Air Inc.,CHA,ATL,-3.0,-2.0,0,106.0
2021-01-15,Endeavor Air Inc.,GRB,ATL,-8.0,7.0,0,774.0
2021-06-20,Republic Airline,BUF,DTW,-4.0,-13.0,0,241.0
2019-07-31,American Airlines Inc.,PDX,ORD,211.0,183.0,0,1739.0
2020-10-03,SkyWest Airlines Inc.,GEG,LAX,-10.0,-18.0,0,945.0
2019-08-30,United Air Lines Inc.,EWR,FLL,9.0,46.0,0,1065.0
2020-03-23,Mesa Airlines Inc.,RAP,DFW,-5.0,0.0,0,835.0
2019-10-21,Delta Air Lines Inc.,BOS,LAX,-3.0,-31.0,0,2611.0
2022-02-07,SkyWest Airlines Inc.,ORD,TUL,9.0,-17.0,0,585.0
2021-07-09,SkyWest Airlines Inc.,IAH,ABI,-4.0,-15.0,0,307.0
2022-12-19,Alaska Airlines Inc.,AUS,PDX,6.0,16.0,0,1715.0
2019-01-16,SkyWest Airlines Inc.,SLC,CPR,-12.0,6.0,0,320.0
2021-09-20,SkyWest Airlines Inc.,SEA,PDX,0.0,-6.0,0,129.0
2020-04-16,American Airlines Inc.,STX,MIA,-22.0,-34.0,0,1139.0
2021-07-02,Southwest Airlines Co.,PHX,DEN,0.0,0.0,1,602.0
2023-06-16,Delta Air Lines Inc.,ATL,PBI,1.0,-10.0,0,545.0
2022-11-11,Southwest Airlines Co.,PSP,LAS,30.0,20.0,0,173.0
2020-02-06,United Air Lines Inc.,ORD,AUS,-4.0,-27.0,0,977.0
2019-02-11,Frontier Airlines Inc.,LAS,DEN,103.0,88.0,0,628.0
2019-10-04,United Air Lines Inc.,BNA,ORD,-6.0,-10.0,0,409.0
2021-03-19,SkyWest Airlines Inc.,PHL,ORD,-7.0,-13.0,0,678.0
2021-05-29,Horizon Air,GEG,PDX,-2.0,-9.0,0,279.0
2019-05-18,Southwest Airlines Co.,DCA,MDW,0.0,-22.0,0,601.0
2022-06-20,Delta Air Lines Inc.,MSP,AUS,-6.0,-20.0,0,1042.0
2022-08-24,Republic Airline,DSM,DCA,-9.0,0.0,0,897.0
2022-07-01,Southwest Airlines Co.,LAS,IAH,0.0,-12.0,0,1222.0
2020-08-03,Allegiant Air,PIE,BLV,-6.0,-12.0,0,841.0
2022-03-14,Southwest Airlines Co.,BNA,MYR,-3.0,-7.0,0,471.0
2022-09-27,Southwest Airlines Co.,CLT,BWI,4.0,-16.0,0,361.0
2019-12-12,Frontier Airlines Inc.,CVG,TPA,-9.0,-20.0,0,773.0
2021-06-06,United Air Lines Inc.,CLE,ORD,-5.0,-18.0,0,315.0
2019-01-26,Republic Airline,STL,MIA,-5.0,-11.0,0,1068.0
2023-02-19,Republic Airline,EWR,SDF,-2.0,-6.0,0,642.0
2019-09-03,American Airlines Inc.,MCO,CLT,0.0,0.0,1,468.0
2021-10-19,United Air Lines Inc.,IAH,MCO,2.0,-21.0,0,854.0
2020-03-01,Alaska Airlines Inc.,SEA,GEG,27.0,18.0,0,224.0
2019-04-19,Southwest Airlines Co.,MDW,PIT,1.0,-3.0,0,402.0
2022-02-19,Southwest Airlines Co.,MDW,RIC,0.0,-19.0,0,629.0
2023-08-22,Southwest Airlines Co.,OAK,RNO,7.0,-3.0,0,181.0
2023-06-20,SkyWest Airlines Inc.,DEN,COS,8.0,15.0,0,73.0
2019-08-11,Alaska Airlines Inc.,PDX,SLC,-4.0,1.0,0,630.0
2023-05-07,Delta Air Lines Inc.,SEA,SJC,-2.0,-3.0,0,696.0
2022-12-11,United Air Lines Inc.,LAS,ORD,-4.0,-20.0,0,1514.0
2019-05-06,Delta Air Lines Inc.,DTW,GRR,-4.0,0.0,0,120.0
2021-07-14,Southwest Airlines Co.,AUS,MSY,31.0,25.0,0,444.0
2019-08-15,Delta Air Lines Inc.,STL,SLC,-9.0,-9.0,0,1156.0
2023-04-02,Southwest Airlines Co.,LAS,LGB,7.0,-6.0,0,231.0
2020-02-22,Delta Air Lines Inc.,MEM,ATL,-3.0,-14.0,0,332.0
2019-02-18,American Airlines Inc.,MCO,JFK,-4.0,-21.0,0,944.0
2022-04-29,Delta Air Lines Inc.,SAV,ATL,2.0,-1.0,0,214.0
2021-06-02,SkyWest Airlines Inc.,DEN,BIS,-7.0,-2.0,0,516.0
2020-10-13,American Airlines Inc.,TPA,DFW,-6.0,-9.0,0,929.0
2022-10-21,American Airlines Inc.,CLT,EWR,39.0,47.0,0,529.0
2020-04-30,Southwest Airlines Co.,FLL,MDW,-7.0,-28.0,0,1167.0
2020-05-19,United Air Lines Inc.,DEN,AUS,-7.0,-18.0,0,775.0
2022-10-07,Southwest Airlines Co.,LAX,SMF,7.0,-7.0,0,373.0
2023-04-18,Delta Air Lines Inc.,DTW,RSW,-2.0,-11.0,0,1084.0
2020-01-14,SkyWest Airlines Inc.,RST,MSP,40.0,21.0,0,76.0
2021-02-20,Southwest Airlines Co.,ATL,DAL,0.0,-15.0,0,721.0
2022-03-23,Alaska Airlines Inc.,SEA,IND,-4.0,-1.0,0,1866.0
2022-09-14,Southwest Airlines Co.,MAF,DAL,3.0,-2.0,0,319.0
2021-02-13,Delta Air Lines Inc.,RDU,ATL,-3.0,-10.0,0,356.0
2023-08-09,SkyWest Airlines Inc.,MSP,BIS,-6.0,2.0,0,386.0
2020-02-08,American Airlines Inc.,PHX,SLC,9.0,,0,507.0
2019-02-28,Republic Airline,BNA,EWR,-9.0,4.0,0,748.0
2020-11-24,United Air Lines Inc.,IAD,ORD,-6.0,-9.0,0,588.0
2019-01-21,Delta Air Lines Inc.,AUS,ATL,0.0,-7.0,0,813.0
2019-11-20,Frontier Airlines Inc.,ISP,RSW,-8.0,-36.0,0,1101.0
2021-08-04,Republic Airline,PHL,IAH,-3.0,-8.0,0,1325.0
2019-05-22,Republic Airline,ORD,CLT,-5.0,-2.0,0,599.0
2019-07-14,United Air Lines Inc.,IAH,BOS,-4.0,11.0,0,1597.0
2020-09-15,American Airlines Inc.,DFW,LAX,-8.0,-23.0,0,1235.0
2023-01-20,Endeavor Air Inc.,ATL,GTR,-5.0,-12.0,0,241.0
2020-08-06,SkyWest Airlines Inc.,MCI,ORD,-10.0,-20.0,0,403.0
2022-03-25,Spirit Air Lines,FLL,DFW,14.0,9.0,0,1119.0
2019-07-03,American Airlines Inc.,DFW,PDX,1.0,-21.0,0,1616.0
2022-01-12,American Airlines Inc.,LAX,LAS,-7.0,-8.0,0,236.0
2019-01-17,Frontier Airlines Inc.,DEN,MCI,-5.0,-25.0,0,533.0
2019-02-22,Alaska Airlines Inc.,SFO,PHX,90.0,92.0,0,651.0
2019-07-16,Southwest Airlines Co.,AUS,HOU,-3.0,-3.0,0,148.0
2023-05-22,Southwest Airlines Co.,OMA,DEN,-3.0,-22.0,0,472.0
2023-05-15,American Airlines Inc.,BOS,LAX,-8.0,-34.0,0,2611.0
2023-07-07,Alaska Airlines Inc.,SEA,BWI,-6.0,-9.0,0,2335.0
2021-07-01,Delta Air Lines Inc.,FLL,ATL,29.0,19.0,0,581.0
2022-01-17,Republic Airline,CLE,EWR,-3.0,-8.0,0,404.0
2019-04-10,Delta Air Lines Inc.,BUF,ATL,-4.0,-21.0,0,712.0
2019-07-26,United Air Lines Inc.,IAD,DEN,-2.0,-19.0,0,1452.0
2023-05-20,United Air Lines Inc.,EWR,PHX,-2.0,-29.0,0,2133.0
2020-09-28,Republic Airline,PWM,ORD,-9.0,-20.0,0,900.0
2023-08-16,United Air Lines Inc.,RNO,DEN,-14.0,0.0,0,804.0
2020-03-20,American Airlines Inc.,JFK,MIA,0.0,-24.0,0,1089.0
2023-08-18,Envoy Air,DFW,AMA,-2.0,-32.0,0,312.0
2019-11-21,Republic Airline,DEN,FSD,-5.0,31.0,0,483.0
2022-10-20,SkyWest Airlines Inc.,LAX,SAN,-1.0,0.0,0,109.0
2020-11-01,SkyWest Airlines Inc.,PIH,SLC,-4.0,-14.0,0,150.0
2022-01-30,Endeavor Air Inc.,ATL,ABY,-4.0,-15.0,0,145.0
2023-02-27,SkyWest Airlines Inc.,SFO,BUR,-7.0,-15.0,0,326.0
2022-02-21,American Airlines Inc.,LGA,DCA,40.0,22.0,0,214.0
2023-06-09,United Air Lines Inc.,EWR,CLE,7.0,-6.0,0,404.0
2022-07-08,Allegiant Air,ICT,LAS,28.0,23.0,0,986.0
2022-12-04,Endeavor Air Inc.,LGA,RIC,-2.0,4.0,0,292.0
2021-08-27,SkyWest Airlines Inc.,ABQ,LAX,-6.0,-15.0,0,677.0
2022-10-25,Delta Air Lines Inc.,RDU,ATL,-1.0,-7.0,0,356.0
2023-07-23,Southwest Airlines Co.,BNA,ORD,-3.0,5.0,0,409.0
2022-06-18,Allegiant Air,SRQ,CAK,-1.0,1.0,0,934.0
2019-09-08,SkyWest Airlines Inc.,BIS,MSP,96.0,81.0,0,386.0
2021-10-11,Southwest Airlines Co.,PHX,AUS,2.0,-12.0,0,872.0
2020-06-13,Southwest Airlines Co.,TPA,HOU,-2.0,-10.0,0,781.0
2023-05-07,American Airlines Inc.,ORD,TPA,24.0,35.0,0,1012.0
2020-03-11,Republic Airline,LGA,CVG,-2.0,-6.0,0,585.0
2022-01-09,Southwest Airlines Co.,MCO,RDU,75.0,62.0,0,534.0
2020-10-05,American Airlines Inc.,PHL,TPA,7.0,-3.0,0,920.0
2022-12-16,Delta Air Lines Inc.,LAX,KOA,12.0,11.0,0,2504.0
2021-05-30,Southwest Airlines Co.,MIA,MDW,-5.0,-32.0,0,1182.0
2021-07-05,Horizon Air,BLI,SEA,-4.0,-12.0,0,93.0
2022-12-01,Frontier Airlines Inc.,DFW,SAN,-11.0,-32.0,0,1171.0
2020-08-21,American Airlines Inc.,FAT,DFW,-2.0,2.0,0,1313.0
2020-03-20,Delta Air Lines Inc.,MKE,ATL,23.0,32.0,0,669.0
2021-01-22,Republic Airline,CMH,EWR,-5.0,-34.0,0,463.0
2019-04-30,United Air Lines Inc.,IAH,LGA,-2.0,-26.0,0,1416.0
2022-11-27,United Air Lines Inc.,IAH,LAX,1.0,-9.0,0,1379.0
2021-12-14,Republic Airline,BOS,RDU,-3.0,-14.0,0,612.0
2021-09-07,American Airlines Inc.,CLT,PHX,-5.0,-36.0,0,1773.0
2019-03-09,Delta Air Lines Inc.,ATL,SAN,0.0,-1.0,0,1892.0
2022-07-09,SkyWest Airlines Inc.,SJC,SEA,-8.0,-21.0,0,696.0
2023-04-26,Delta Air Lines Inc.,ATL,BDL,-3.0,-9.0,0,859.0
2021-11-09,Southwest Airlines Co.,BUR,PHX,-1.0,-20.0,0,369.0
2021-05-12,Southwest Airlines Co.,GEG,OAK,4.0,-14.0,0,723.0
2021-10-07,Spirit Air Lines,MCO,ACY,-1.0,-8.0,0,852.0
2023-02-12,Envoy Air,BNA,AUS,21.0,15.0,0,756.0
2020-08-16,Southwest Airlines Co.,BNA,FLL,-2.0,-7.0,0,793.0
2019-11-13,Endeavor Air Inc.,TLH,ATL,-5.0,1.0,0,223.0
2022-05-09,American Airlines Inc.,MIA,STX,-1.0,-28.0,0,1139.0
2022-11-07,Southwest Airlines Co.,LAX,HOU,0.0,-11.0,0,1390.0
2021-07-25,Southwest Airlines Co.,BOS,MDW,-2.0,-14.0,0,861.0
2021-09-07,United Air Lines Inc.,ORD,PDX,407.0,401.0,0,1739.0
2019-12-19,Spirit Air Lines,MCO,FLL,16.0,11.0,0,177.0
2021-09-04,SkyWest Airlines Inc.,AUS,LAX,-8.0,-18.0,0,1242.0
2021-03-27,United Air Lines Inc.,DEN,CVG,-7.0,-29.0,0,1069.0
2019-12-06,United Air Lines Inc.,EWR,PBI,12.0,13.0,0,1023.0
2022-02-25,American Airlines Inc.,CLT,JAX,-8.0,-17.0,0,328.0
2020-10-19,Southwest Airlines Co.,PHX,DEN,-8.0,-9.0,0,602.0
2021-03-29,Allegiant Air,RNO,LAS,170.0,153.0,0,345.0
2019-10-15,Delta Air Lines Inc.,MCI,MSP,-5.0,-15.0,0,393.0
2019-03-27,Republic Airline,EYW,CLT,30.0,21.0,0,736.0
2021-10-05,Southwest Airlines Co.,LGA,DAL,-1.0,-33.0,0,1381.0
2022-03-03,JetBlue Airways,DCA,BOS,-3.0,-8.0,0,399.0
2019-11-08,Alaska Airlines Inc.,ANC,SEA,7.0,-16.0,0,1448.0
2020-08-08,Endeavor Air Inc.,JFK,IAD,-5.0,-15.0,0,228.0
2020-01-05,Southwest Airlines Co.,DEN,DAL,8.0,-5.0,0,651.0
2019-11-25,Southwest Airlines Co.,BWI,ATL,11.0,-12.0,0,577.0
2020-07-10,Southwest Airlines Co.,DEN,LAX,-4.0,-11.0,0,862.0
2019-04-25,Southwest Airlines Co.,DAL,LGA,110.0,97.0,0,1381.0
2021-05-14,Republic Airline,CMH,ORD,-2.0,-17.0,0,296.0
2023-04-20,Endeavor Air Inc.,CHS,LGA,-6.0,-14.0,0,641.0
2022-10-12,Southwest Airlines Co.,LIH,HNL,10.0,3.0,0,102.0
2019-10-09,SkyWest Airlines Inc.,MKG,ORD,-13.0,-22.0,0,119.0
2022-08-11,Frontier Airlines Inc.,CVG,LAS,55.0,75.0,0,1678.0
2019-10-23,JetBlue Airways,TPA,JFK,10.0,-10.0,0,1005.0
2023-02-10,Endeavor Air Inc.,RIC,LGA,-4.0,-15.0,0,292.0
2019-02-08,JetBlue Airways,BOS,PIT,-6.0,3.0,0,496.0
2022-08-31,Southwest Airlines Co.,SAN,PHX,6.0,8.0,0,304.0
2021-05-03,Southwest Airlines Co.,DAL,SJC,28.0,67.0,0,1450.0
2022-05-27,American Airlines Inc.,MIA,LAX,10.0,-7.0,0,2342.0
2022-07-06,Delta Air Lines Inc.,LAX,ATL,-6.0,-13.0,0,1947.0
2023-03-27,United Air Lines Inc.,SAN,IAD,-3.0,-48.0,0,2253.0
2023-01-07,SkyWest Airlines Inc.,ORD,CRW,-1.0,-23.0,0,416.0
2019-04-09,Alaska Airlines Inc.,OMA,SEA,-7.0,0.0,0,1368.0
2022-08-09,Delta Air Lines Inc.,DCA,ATL,-5.0,5.0,0,547.0
2021-05-21,SkyWest Airlines Inc.,SLC,PSP,-2.0,12.0,0,541.0
2022-06-22,American Airlines Inc.,PHL,MIA,71.0,164.0,0,1013.0
2022-07-02,Delta Air Lines Inc.,SFO,DTW,14.0,-25.0,0,2079.0
2020-07-27,Southwest Airlines Co.,BUR,SJC,-2.0,-14.0,0,296.0
2019-07-14,Southwest Airlines Co.,TPA,BNA,-5.0,-11.0,0,612.0
2022-12-29,Southwest Airlines Co.,SJC,SAN,0.0,0.0,1,417.0
2022-05-13,SkyWest Airlines Inc.,LAX,SLC,-4.0,-9.0,0,590.0
2019-10-21,Southwest Airlines Co.,TPA,MSY,-2.0,-14.0,0,488.0
2022-06-18,United Air Lines Inc.,IAH,ORD,61.0,41.0,0,925.0
2020-03-25,United Air Lines Inc.,MCO,SFO,0.0,0.0,1,2446.0
2021-02-26,Endeavor Air Inc.,DTW,MEM,0.0,-4.0,0,610.0
2020-09-24,Delta Air Lines Inc.,MSP,PDX,-8.0,3.0,0,1426.0
2021-01-08,Mesa Airlines Inc.,CRP,IAH,165.0,158.0,0,201.0
2023-03-12,American Airlines Inc.,CLT,SAT,58.0,66.0,0,1095.0
2022-09-19,United Air Lines Inc.,MCO,CLE,-13.0,-20.0,0,895.0
2021-05-23,Spirit Air Lines,LAS,PDX,-7.0,-7.0,0,763.0
2022-08-16,Spirit Air Lines,MSY,ATL,-3.0,-18.0,0,425.0
2019-11-05,Delta Air Lines Inc.,DTW,LAS,-6.0,-12.0,0,1749.0
2022-08-20,Alaska Airlines Inc.,ANC,SEA,-2.0,-19.0,0,1448.0
2019-10-11,Delta Air Lines Inc.,ORF,ATL,-4.0,-14.0,0,516.0
2022-12-23,Southwest Airlines Co.,MEM,MDW,106.0,102.0,0,480.0
2021-08-19,Mesa Airlines Inc.,PBI,IAH,-5.0,-5.0,0,956.0
2022-09-30,PSA Airlines Inc.,DCA,PVD,-7.0,-8.0,0,356.0
2021-11-09,Delta Air Lines Inc.,ATL,CHS,-4.0,1.0,0,259.0
2019-11-04,American Airlines Inc.,PHX,SAT,-4.0,-17.0,0,843.0
2020-09-08,United Air Lines Inc.,ORD,IAH,-6.0,-9.0,0,925.0
2019-02-28,United Air Lines Inc.,DTW,DEN,0.0,-21.0,0,1123.0
2019-11-19,American Airlines Inc.,ORF,DFW,-5.0,-23.0,0,1212.0
2023-07-12,American Airlines Inc.,FLL,DFW,12.0,3.0,0,1119.0
2022-08-11,United Air Lines Inc.,ORD,CLE,52.0,38.0,0,315.0
2022-07-24,Alaska Airlines Inc.,PDX,JFK,-9.0,-9.0,0,2454.0
2021-09-01,Envoy Air,PHX,SLC,-6.0,-4.0,0,507.0
2023-06-24,PSA Airlines Inc.,DFW,TUL,-9.0,0.0,0,237.0
2022-03-17,American Airlines Inc.,CLT,MCO,5.0,8.0,0,468.0
2019-02-21,United Air Lines Inc.,EWR,AUS,-8.0,10.0,0,1504.0
2019-03-03,Southwest Airlines Co.,SJC,BUR,71.0,67.0,0,296.0
2021-07-19,Endeavor Air Inc.,RAP,MSP,-5.0,-8.0,0,489.0
2021-08-04,Mesa Airlines Inc.,BWI,IAH,-10.0,-6.0,0,1235.0
2019-07-08,American Airlines Inc.,PHX,CLT,1.0,-4.0,0,1773.0
2020-01-24,Envoy Air,DFW,LCH,-6.0,-12.0,0,295.0
2022-07-30,Southwest Airlines Co.,LAS,SFO,28.0,15.0,0,414.0
2019-10-24,Delta Air Lines Inc.,ATL,ALB,-1.0,-18.0,0,853.0
2023-04-27,Southwest Airlines Co.,BWI,MCO,-4.0,-9.0,0,787.0
2023-05-03,Delta Air Lines Inc.,DTW,ORD,3.0,6.0,0,235.0
2023-06-29,Republic Airline,ILM,LGA,-10.0,-13.0,0,500.0
2023-08-13,Allegiant Air,MYR,CVG,320.0,328.0,0,489.0
2020-09-22,PSA Airlines Inc.,CLT,VPS,-8.0,-25.0,0,460.0
2019-01-24,ExpressJet Airlines LLC d/b/a aha!,VPS,IAH,-13.0,-19.0,0,528.0
2019-10-18,Southwest Airlines Co.,MHT,MDW,3.0,-9.0,0,838.0
2021-08-28,Envoy Air,TVC,CLT,15.0,0.0,0,702.0
2021-03-07,SkyWest Airlines Inc.,DEN,TUS,-5.0,-22.0,0,639.0
2020-09-09,Delta Air Lines Inc.,SDF,ATL,-4.0,-8.0,0,321.0
2021-08-15,Hawaiian Airlines Inc.,HNL,LAS,-7.0,-9.0,0,2762.0
